package_name,country,category,google_rank,pregdpr.permissions,permission_count,,package_name,country,category,google_rank,postgdpr.permissions,permission_count
com.queleas.preschoolgamesforkids,United States,Ages 5 & Under,186,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.vending.BILLING', 'android.permission.ACCESS_WIFI_STATE']",4,,kr.co.smartstudy.timestablesiap_android_googlemarket,South Korea,Ages 5 & Under,124,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CAMERA', 'android.permission.INTERNET', 'com.android.vending.BILLING', 'kr.co.smartstudy.timestablesiap_android_googlemarket.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE']",10
com.rvappstudios.abc.spelling.toddler.spell.phonics,United States,Ages 5 & Under,138,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,kr.co.smartstudy.wordpower_android_googlemarket,South Korea,Ages 5 & Under,237,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CAMERA', 'android.permission.INTERNET', 'com.android.vending.BILLING', 'kr.co.smartstudy.wordpower_android_googlemarket.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE']",10
com.rvappstudios.abc_kids_toddler_tracing_phonics,United States,Ages 5 & Under,9,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,kr.co.smartstudy.xmasfun_android_googlemarket,South Korea,Ages 5 & Under,385,"['android.permission.CAMERA', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'com.android.vending.BILLING', 'kr.co.smartstudy.xmasfun_android_googlemarket.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE']",10
com.sensoryplayapps.sensorywingsfree,United States,Ages 5 & Under,464,"['android.permission.VIBRATE', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.vending.BILLING']",4,,com.bimiboo.phone,Germany,Ages 5 & Under,334,"['android.permission.CAMERA', 'android.permission.INTERNET', 'android.permission.RECORD_AUDIO', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'com.android.vending.BILLING', 'com.google.android.c2dm.permission.RECEIVE', 'com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE', 'com.bimiboo.phone.permission.C2D_MESSAGE']",10
com.sx.puzzingo,United States,Ages 5 & Under,333,"['android.permission.ACCESS_WIFI_STATE', 'android.permission.INTERNET', 'com.android.vending.BILLING', 'android.permission.VIBRATE']",4,,com.disneydigitalbooks.DisneyMagicBrushTimer_goo,Germany,Ages 5 & Under,82,"['android.permission.INTERNET', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.vending.BILLING', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.disneydigitalbooks.DisneyMagicBrushTimer_goo.permission.C2D_MESSAGE', 'com.android.vending.CHECK_LICENSE', 'android.permission.ACCESS_WIFI_STATE']",10
com.sx.wonsterwords,United States,Ages 5 & Under,269,"['android.permission.ACCESS_WIFI_STATE', 'android.permission.INTERNET', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE']",4,,com.google.android.apps.youtube.kids,Germany,Ages 5 & Under,0,"['android.permission.GET_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.RECORD_AUDIO', 'android.permission.WAKE_LOCK', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.GET_PACKAGE_SIZE']",10
com.tabtale.abcsingalong,United States,Ages 5 & Under,362,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'com.android.vending.BILLING']",4,,com.indigokids.mashacleanup,Germany,Ages 5 & Under,107,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_EXTERNAL_STORAGE', 'com.android.vending.BILLING', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.indigokids.mashacleanup.permission.C2D_MESSAGE']",10
mytown.police,United States,Ages 5 & Under,44,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE']",4,,com.budgestudios.CaillouCheckUp,United States,Ages 5 & Under,108,"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'com.android.vending.CHECK_LICENSE', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.vending.BILLING', 'android.permission.WAKE_LOCK']",9
se.appfamily.superpuzzlefree,United States,Ages 5 & Under,213,"['com.android.vending.BILLING', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE']",4,,com.budgestudios.CaillouGoodNight,United States,Ages 5 & Under,141,"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'com.android.vending.CHECK_LICENSE', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.vending.BILLING', 'android.permission.WAKE_LOCK']",9
air.com.peppapig.paintbox,South Korea,Ages 5 & Under,164,"['android.permission.WAKE_LOCK', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']",4,,com.budgestudios.googleplay.StrawberryShortcakeIceCreamIsland,United States,Ages 5 & Under,1,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.vending.BILLING', 'android.permission.VIBRATE', 'com.android.vending.CHECK_LICENSE', 'android.permission.WAKE_LOCK']",9
biz.arrowstar.funnyfood2,South Korea,Ages 5 & Under,179,"['android.permission.INTERNET', 'com.android.vending.BILLING', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE']",4,,com.budgestudios.SmurfsBakery,United States,Ages 5 & Under,288,"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'com.android.vending.CHECK_LICENSE', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.vending.BILLING', 'android.permission.WAKE_LOCK']",9
com.alzzam.dinocore.coloring,South Korea,Ages 5 & Under,35,"['android.permission.INTERNET', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE']",4,,com.budgestudios.StrawberryShortcakeBakeShare,United States,Ages 5 & Under,41,"['android.permission.INTERNET', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.RECORD_AUDIO', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.vending.BILLING', 'com.android.vending.CHECK_LICENSE', 'android.permission.WAKE_LOCK']",9
com.avokiddo.games.thinkrolls_kings_and_queens,South Korea,Ages 5 & Under,149,"['com.android.vending.BILLING', 'android.permission.INTERNET', 'com.android.vending.CHECK_LICENSE', 'android.permission.ACCESS_NETWORK_STATE']",4,,com.budgestudios.StrawberryShortcakeDressUp,United States,Ages 5 & Under,101,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.vending.BILLING', 'android.permission.VIBRATE', 'com.android.vending.CHECK_LICENSE', 'android.permission.WAKE_LOCK']",9
com.creaforkids.surpriseeggsgumballmachinekids,South Korea,Ages 5 & Under,21,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.budgestudios.StrawberryShortcakePocketLockets,United States,Ages 5 & Under,200,"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'com.android.vending.CHECK_LICENSE', 'android.permission.CAMERA', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.vending.BILLING', 'android.permission.WAKE_LOCK']",9
com.drpanda.cafe.fun,South Korea,Ages 5 & Under,130,"['com.android.vending.CHECK_LICENSE', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.vending.BILLING']",4,,com.disneydigitalbooks.DisneyMagicBrushTimer_goo,United States,Ages 5 & Under,120,"['android.permission.INTERNET', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.disneydigitalbooks.DisneyMagicBrushTimer_goo.permission.C2D_MESSAGE', 'com.android.vending.CHECK_LICENSE', 'android.permission.ACCESS_WIFI_STATE']",9
com.kavrakids.Dinosaur_Jigsaw_Puzzle,South Korea,Ages 5 & Under,505,"['com.android.vending.BILLING', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE']",4,,com.disneydigitalbooks.disneystorycentral_goo,United States,Ages 5 & Under,274,"['android.permission.WAKE_LOCK', 'android.permission.WRITE_SYNC_SETTINGS', 'android.permission.READ_SYNC_SETTINGS', 'com.android.vending.BILLING', 'android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE']",9
com.kidsworld.surpriseeggsgame,South Korea,Ages 5 & Under,174,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.earlystart.android.monkeyjunior,United States,Ages 5 & Under,236,"['com.earlystart.android.monkeyjunior.permission.C2D_MESSAGE', 'android.permission.WAKE_LOCK', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.alarm.permission.SET_ALARM', 'com.android.vending.BILLING', 'com.google.android.c2dm.permission.RECEIVE']",9
com.nsocialnetwork.pororosketchpop,South Korea,Ages 5 & Under,305,"['android.permission.INTERNET', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE']",4,,com.hasbro.mlpcoreAPPSTORE,United States,Ages 5 & Under,145,"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'com.android.vending.CHECK_LICENSE', 'android.permission.READ_PHONE_STATE']",9
com.orianekidsapps.surpriseeggsvendingmachinekids,South Korea,Ages 5 & Under,10,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.letterschool.lite,United States,Ages 5 & Under,175,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.vending.BILLING', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'com.letterschool.lite.permission.C2D_MESSAGE']",9
com.rvappstudios.abc.spelling.toddler.spell.phonics,South Korea,Ages 5 & Under,334,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.sinyee.babybus.ant,United States,Ages 5 & Under,381,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.ant.permission.C2D_MESSAGE', 'android.permission.WRITE_EXTERNAL_STORAGE']",9
com.rvappstudios.abc_kids_toddler_tracing_phonics,South Korea,Ages 5 & Under,148,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.sinyee.babybus.bad2good,United States,Ages 5 & Under,454,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.bad2good.permission.C2D_MESSAGE']",9
com.thomsandapps.wheelofsurpriseeggs,South Korea,Ages 5 & Under,88,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.sinyee.babybus.behaviour,United States,Ages 5 & Under,294,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.behaviour.permission.C2D_MESSAGE']",9
air.com.peppapig.paintbox,Germany,Ages 5 & Under,19,"['android.permission.WAKE_LOCK', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']",4,,com.sinyee.babybus.birthdayparty,United States,Ages 5 & Under,245,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.birthdayparty.permission.C2D_MESSAGE']",9
biz.arrowstar.funnyfood2,Germany,Ages 5 & Under,16,"['android.permission.INTERNET', 'com.android.vending.BILLING', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE']",4,,com.sinyee.babybus.cars,United States,Ages 5 & Under,412,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.cars.permission.C2D_MESSAGE']",9
com.avokiddo.games.thinkrolls_kings_and_queens,Germany,Ages 5 & Under,462,"['com.android.vending.BILLING', 'android.permission.INTERNET', 'com.android.vending.CHECK_LICENSE', 'android.permission.ACCESS_NETWORK_STATE']",4,,com.sinyee.babybus.chef,United States,Ages 5 & Under,315,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.chef.permission.C2D_MESSAGE']",9
com.chuggington.teamtrainee,Germany,Ages 5 & Under,46,"['android.permission.WAKE_LOCK', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.VIBRATE']",4,,com.sinyee.babybus.digging,United States,Ages 5 & Under,435,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.digging.permission.C2D_MESSAGE']",9
com.devgame.catspicnic,Germany,Ages 5 & Under,124,"['android.permission.INTERNET', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.VIBRATE']",4,,com.sinyee.babybus.dining,United States,Ages 5 & Under,378,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.dining.permission.C2D_MESSAGE']",9
com.dlcompany.surpriseeggsfactory,Germany,Ages 5 & Under,366,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.sinyee.babybus.fireman,United States,Ages 5 & Under,305,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.fireman.permission.C2D_MESSAGE']",9
com.drpanda.cafe.fun,Germany,Ages 5 & Under,95,"['com.android.vending.CHECK_LICENSE', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.vending.BILLING']",4,,com.sinyee.babybus.foodstreet,United States,Ages 5 & Under,484,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.foodstreet.permission.C2D_MESSAGE']",9
com.edujoy.Princess_Beauty_Salon,Germany,Ages 5 & Under,380,"['android.permission.WAKE_LOCK', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE']",4,,com.sinyee.babybus.forest,United States,Ages 5 & Under,353,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.forest.permission.C2D_MESSAGE']",9
com.goodsofttech.puzzlefortoddlers,Germany,Ages 5 & Under,400,"['android.permission.INTERNET', 'com.android.vending.BILLING', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.sinyee.babybus.greenguard.global,United States,Ages 5 & Under,382,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.greenguard.global.permission.C2D_MESSAGE']",9
com.kidsdevgames.surpriseeggsforkids,Germany,Ages 5 & Under,148,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.sinyee.babybus.karting.global,United States,Ages 5 & Under,336,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.karting.global.permission.C2D_MESSAGE']",9
com.kidsworld.surpriseeggsgame,Germany,Ages 5 & Under,111,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.sinyee.babybus.kindergarten,United States,Ages 5 & Under,332,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.kindergarten.permission.C2D_MESSAGE']",9
com.marlustudio.arabiclearningforkids.englishui,Germany,Ages 5 & Under,409,"['android.permission.WAKE_LOCK', 'android.permission.INTERNET', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE']",4,,com.sinyee.babybus.lovehealthy,United States,Ages 5 & Under,327,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.lovehealthy.permission.C2D_MESSAGE']",9
com.marlustudio.englishforkids,Germany,Ages 5 & Under,329,"['android.permission.WAKE_LOCK', 'android.permission.INTERNET', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE']",4,,com.sinyee.babybus.meteorological,United States,Ages 5 & Under,322,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WAKE_LOCK', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.meteorological.permission.C2D_MESSAGE']",9
com.marlustudio.germanforkids,Germany,Ages 5 & Under,216,"['android.permission.WAKE_LOCK', 'android.permission.INTERNET', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE']",4,,com.sinyee.babybus.numberwriter,United States,Ages 5 & Under,473,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.numberwriter.permission.C2D_MESSAGE']",9
com.orianekidsapps.surpriseeggsvendingmachinekids,Germany,Ages 5 & Under,56,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.sinyee.babybus.seaworld,United States,Ages 5 & Under,341,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.seaworld.permission.C2D_MESSAGE']",9
com.Papumba.KidsColoringWorld,Germany,Ages 5 & Under,444,"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.vending.BILLING']",4,,com.sinyee.babybus.wobunanguo,United States,Ages 5 & Under,318,"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.sinyee.babybus.wobunanguo.permission.C2D_MESSAGE']",9
com.papumba.learnnumbersforkids123,Germany,Ages 5 & Under,513,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'com.android.vending.BILLING', 'com.sec.android.iap.permission.BILLING']",4,,com.tabtale.teacher,United States,Ages 5 & Under,20,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'com.android.vending.BILLING', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'com.tabtale.teacher.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE']",9
com.rvappstudios.abc_kids_toddler_tracing_phonics,Germany,Ages 5 & Under,135,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE']",4,,com.tiltangames.dinopuzzle,United States,Ages 5 & Under,350,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.vending.CHECK_LICENSE', 'com.android.vending.BILLING', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.CAMERA', 'android.permission.RECORD_AUDIO', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE']",9
